COD INEP;Escola;COD Municipio;Cidade;COD UF;UF;Alunos na região urbana;Alunos na região rural;Total de alunos que não reside em localização diferenciada;Total de alunos residente em área remanescente de quilombo;Total de alunos residente em área indígena;Total de alunos residente em área de assentamento;Total de alunos que não utilizam transporte escolar público;Total de alunos que utilizam transporte escolar público;Total de alunos que não utilizam Tração Animal;Total de alunos que utilizam Tração Animal
29135788;ESCOLA ARCO IRIS;2902104;Araci;29;BA;76,0;7,0;2,0;;;;83,0;;;
29469856;COLEGIO IDEIA;2902104;Araci;29;BA;192,0;5,0;;;;;197,0;;;
29393345;ESCOLA VALDECI SOUSA DE CARVALHO;2902104;Araci;29;BA;72,0;2,0;3,0;;;;74,0;;;
29134498;ESC CASTRO ALVES;2902104;Araci;29;BA;;12,0;;;;;12,0;;;
29135729;ESCOLA OLAVO BILAC;2902104;Araci;29;BA;;50,0;;;;;49,0;1,0;1,0;
29135796;ESCOLA MUNICIPAL FRANCISCO QUEIROZ;2902104;Araci;29;BA;;7,0;;;;;4,0;3,0;3,0;
29135559;ESC VALDOMIRO FERREIRA PINHEIRO;2902104;Araci;29;BA;1,0;7,0;;;;;5,0;3,0;3,0;
29336996;ESCOLA MUNICIPAL FAUSTINA LISBOA PINHEIRO;2902104;Araci;29;BA;147,0;4,0;24,0;;;;147,0;4,0;4,0;
29418364;ESCOLA PADRE JOAO EUDES ROCHA DE JESUS;2902104;Araci;29;BA;72,0;5,0;;;;;72,0;5,0;5,0;
29377692;ESCOLA MUNICIPAL FRANCISCO DE SOUSA;2902104;Araci;29;BA;;11,0;;;;;6,0;5,0;5,0;
29134994;ESC JULIO BARRETO;2902104;Araci;29;BA;;17,0;;;;;11,0;6,0;6,0;
29134560;ESCOLA DE 1º GRAU MARIA LIDIA;2902104;Araci;29;BA;300,0;7,0;28,0;;;;301,0;6,0;6,0;
29134412;ESC 8 DE DEZEMBRO;2902104;Araci;29;BA;;12,0;;;;;4,0;8,0;8,0;
29135613;ESCOLA DOM PEDRO II;2902104;Araci;29;BA;;22,0;1,0;;;;13,0;9,0;9,0;
29336953;ESC JOSE NILTON DA SILVA SANTIAGO;2902104;Araci;29;BA;116,0;9,0;4,0;;;;116,0;9,0;9,0;
29134811;ESC JOAO BERTOLDO;2902104;Araci;29;BA;;14,0;;;;;4,0;10,0;10,0;
29134692;ESC EZEQUIEL DIAS BARRETO;2902104;Araci;29;BA;1,0;32,0;;;;;22,0;11,0;11,0;
29418224;ESCOLA PEDRO BARBOSA;2902104;Araci;29;BA;;24,0;1,0;;;;11,0;13,0;13,0;
29336937;ESC ALTAMIRA DE JESUS;2902104;Araci;29;BA;;14,0;2,0;;;;;14,0;14,0;
29135605;ESCOLA MUNICIPAL EDIVALDO MACHADO BOAVENTURA;2902104;Araci;29;BA;163,0;15,0;;;;;164,0;14,0;14,0;
29135052;ESC MARIA DE LOURDES MOTA CARVALHO BARRETO;2902104;Araci;29;BA;91,0;7,0;6,0;;;;83,0;15,0;15,0;
29134544;ESCOLA COSME DE FARIAS;2902104;Araci;29;BA;2,0;23,0;;;;;10,0;15,0;15,0;
29135176;ESCOLA NOSSA SENHORA DE LOURDES;2902104;Araci;29;BA;;44,0;;;;;29,0;15,0;15,0;
29135010;ESCOLA MUNICIPAL JUSCELINO KUBITSCHEK;2902104;Araci;29;BA;;24,0;3,0;;;;8,0;16,0;16,0;
29135443;ESC SETE DE SETEMBRO;2902104;Araci;29;BA;3,0;20,0;3,0;;;;7,0;16,0;16,0;
29135109;ESC MELQUIDES VENTURA;2902104;Araci;29;BA;;37,0;3,0;;;;20,0;17,0;17,0;
29134889;ESCOLA JOSE ANASTACIO BARRETO;2902104;Araci;29;BA;1,0;18,0;;;;;;19,0;19,0;
29135419;ESC SAO JORGE;2902104;Araci;29;BA;2,0;59,0;1,0;;;;41,0;20,0;20,0;
29135370;ESC PROFESSORA MARIA MARLENE REIS MOTA;2902104;Araci;29;BA;1,0;39,0;1,0;;;;20,0;20,0;20,0;
29134803;ESC JESUS AMADO;2902104;Araci;29;BA;1,0;43,0;2,0;;;;23,0;21,0;21,0;
29135281;ESC PRISCO BARRETO PINHO;2902104;Araci;29;BA;;23,0;;;;;1,0;22,0;22,0;
29377730;ESCOLA FAZENDA QUERERA;2902104;Araci;29;BA;;22,0;2,0;;;;;22,0;22,0;
29135516;ESC TIO PATINHAS;2902104;Araci;29;BA;;26,0;2,0;;;;4,0;22,0;22,0;
29134790;ESC JARBAS PASSARINHO;2902104;Araci;29;BA;4,0;59,0;1,0;;;;40,0;23,0;23,0;
29134650;ESCOLA ERASMO DE OLIVEIRA CARVALHO;2902104;Araci;29;BA;327,0;42,0;5,0;;;;345,0;24,0;24,0;
29134536;ESCOLA COMUNITARIA DA FUBA;2902104;Araci;29;BA;;24,0;1,0;;;;;24,0;24,0;
29134404;DUQUE DE CAXIAS;2902104;Araci;29;BA;3,0;56,0;;;;;33,0;26,0;26,0;
29135834;JOAO BATISTA DOS SANTOS;2902104;Araci;29;BA;2,0;55,0;4,0;;;;30,0;27,0;27,0;
29135389;ESC PROFESSORA MAURA LOPES PINHEIRO;2902104;Araci;29;BA;3,0;45,0;1,0;;;;21,0;27,0;27,0;
29135125;ESC MONSENHOR CARLOS OLIMPIO;2902104;Araci;29;BA;;27,0;1,0;;;;;27,0;27,0;
29135508;ESCOLA PERPETUA PEREIRA DOS SANTOS;2902104;Araci;29;BA;1,0;66,0;2,0;;;;39,0;28,0;28,0;
29135290;ESC PRISCO VIANA;2902104;Araci;29;BA;;97,0;9,0;;;;68,0;29,0;29,0;
29134552;ESC DANIEL ALMEIDA RAMOS;2902104;Araci;29;BA;5,0;81,0;1,0;;;;55,0;31,0;31,0;
29134595;ESCOLA DOM JACKSON BERENGUER PRADO;2902104;Araci;29;BA;276,0;18,0;292,0;;;;263,0;31,0;31,0;
29135770;ESCOLA TOMAZ VIEIRA BARRETO;2902104;Araci;29;BA;;32,0;2,0;;;;;32,0;32,0;
29354536;EE - COLEGIO ESTADUAL INDIGENA ANGELO PEREIRA XAVIER;2911402;Glória;29;BA;;134,0;;;;;;134,0;134,0;
29332370;ESCOLA MUNICIPAL MANOEL JOSE DE SA;2911402;Glória;29;BA;;86,0;1,0;;;;43,0;43,0;43,0;
29033764;CENTRO EDUC PROF ADELINO MARTIR DE SAO JOSE FERREIRA;2911402;Glória;29;BA;241,0;250,0;2,0;;;;242,0;249,0;249,0;
29034108;ESCOLA MUNICIPAL LINDEMAR LIBERALINO;2911402;Glória;29;BA;;50,0;18,0;;;;4,0;46,0;46,0;
29033845;ESCOLA MUNICIPAL ESTEVAM GOMES DE SOUZA;2911402;Glória;29;BA;2,0;69,0;2,0;;;;8,0;63,0;63,0;
29389950;ESCOLA MUNICIPAL DIONIZIO PEREIRA DE SOUZA;2911402;Glória;29;BA;7,0;193,0;197,0;;;;;200,0;200,0;
29389941;ESCOLA MUNICIPAL DOM MARIO ZANETTA;2911402;Glória;29;BA;4,0;291,0;11,0;;;;;295,0;295,0;
29407532;ESCOLA MUNICIPAL ANTONIO PEREIRA SOBRINHO;2911402;Glória;29;BA;3,0;99,0;6,0;;;;32,0;70,0;70,0;
29033926;ESCOLA MUNICIPAL JOAO BATISTA FIGUEIREDO;2911402;Glória;29;BA;;51,0;;;;;1,0;50,0;50,0;
29366739;EE - COLEGIO ESTADUAL INDIGENA XUCURU KARIRI;2911402;Glória;29;BA;1,0;48,0;1,0;;;;7,0;42,0;42,0;
29033934;ESCOLA MUNICIPAL JOAQUIM PEDRO DE SOUZA LISBOA;2911402;Glória;29;BA;3,0;60,0;1,0;;;;13,0;50,0;50,0;
29373018;EE - ESCOLA ESTADUAL INDIGENA MANOEL COELHO - POV BAIXA DAS PEDRAS;2911402;Glória;29;BA;1,0;33,0;;;;;34,0;;;
29034183;ESCOLA MUNICIPAL PEDRO CALMON;2911402;Glória;29;BA;1,0;17,0;2,0;;;;18,0;;;
29033950;EE - COLEGIO ESTADUAL INDIGENA SANTA RITA DE CASSIA - FAZ GLORIA;2911402;Glória;29;BA;;29,0;;;28,0;;29,0;;;
29034175;ESCOLA MUNICIPAL PADRE MANOEL VIEIRA;2911402;Glória;29;BA;;26,0;1,0;;;;24,0;2,0;2,0;
29034019;ESCOLA MUNICIPAL COSME DE FARIAS;2911402;Glória;29;BA;3,0;134,0;;;;;127,0;10,0;10,0;
29034264;ESCOLA MUNICIPAL JOSE DE ALENCAR;2911402;Glória;29;BA;;39,0;;;;;27,0;12,0;12,0;
29034256;ESCOLA MUNICIPAL JOAO PAULO I;2911402;Glória;29;BA;;32,0;;;;;19,0;13,0;13,0;
29033772;CENTRO EDUCACIONAL MONSENHOR EMILIO DE MOURA FERREIRA SANTOS;2911402;Glória;29;BA;2,0;93,0;;;;;80,0;15,0;15,0;
29033977;ESCOLA MUNICIPAL PROFª ALICE RODRIGUES DE MOURA;2911402;Glória;29;BA;221,0;31,0;4,0;;;;232,0;20,0;20,0;
29034159;ESCOLA MUNICIPAL NOVA REPUBLICA;2911402;Glória;29;BA;2,0;46,0;7,0;;;;24,0;24,0;24,0;
29739624;EE - ESCOLA ESTADUAL INDIGENA JOSE MARTINS;2911402;Glória;29;BA;;47,0;;;;;23,0;24,0;24,0;
29034272;ESCOLA MUNICIPAL SANTA TEREZINHA;2911402;Glória;29;BA;1,0;26,0;1,0;;;;3,0;24,0;24,0;
29033861;ESCOLA MUNICIPAL ALONSO JOSE DE MELO;2911402;Glória;29;BA;1,0;32,0;1,0;;;;7,0;26,0;26,0;
29033837;ESCOLA MUNICIPAL JOSE MARCELINO NUNES;2911402;Glória;29;BA;1,0;68,0;4,0;;;;42,0;27,0;27,0;
29114799;ESC MUL PEDRO BATISTA;2927606;Santa Brígida;29;BA;;60,0;54,0;1,0;;;;60,0;60,0;
29114659;CENTRO EDUCACIONAL ZENOR PEREIRA TEIXEIRA;2927606;Santa Brígida;29;BA;7,0;358,0;19,0;;;;76,0;289,0;289,0;
29114632;CENTRO EDUCACIONAL ALFRA BARBOSA VALADAO;2927606;Santa Brígida;29;BA;1,0;235,0;233,0;;;;58,0;178,0;178,0;
29389755;ESCOLA MUNICIPAL DEPUTADO LUIS EDUARDO MAGALHAES;2927606;Santa Brígida;29;BA;212,0;47,0;42,0;;;;193,0;66,0;66,0;
29407583;ESCOLA MUNICIPAL MAE ANA;2927606;Santa Brígida;29;BA;261,0;67,0;252,0;;;;255,0;73,0;73,0;
29114543;CENTRO EDUCACIONAL ANTONIO DA SILVA FEITOSA;2927606;Santa Brígida;29;BA;;210,0;185,0;25,0;;;76,0;134,0;134,0;
29114993;ESCOLA MUNICIPAL KM 40;2927606;Santa Brígida;29;BA;;93,0;17,0;;;;36,0;57,0;57,0;
29115019;COLEGIO MUNICIPAL PEDRO BATISTA;2927606;Santa Brígida;29;BA;308,0;190,0;495,0;;;;312,0;186,0;186,0;
29114730;ESC MUL KM 42;2927606;Santa Brígida;29;BA;;4,0;;;;;1,0;3,0;3,0;
29389763;ESCOLA MUN GRACILIANO RAMOS;2927606;Santa Brígida;29;BA;;5,0;;5,0;;;;5,0;5,0;
29114764;ESC MUL MARIA ISAURA PEREIRA DE QUEIROZ;2927606;Santa Brígida;29;BA;;6,0;6,0;;;;;6,0;6,0;
29114560;ESC MUNICIPAL JOSE VIGARIO DA SILVA;2927606;Santa Brígida;29;BA;;9,0;8,0;;;;;9,0;9,0;
29114470;ESC DR JOSE ALVES PORTELA;2927606;Santa Brígida;29;BA;;44,0;5,0;;;;33,0;11,0;11,0;
29114853;ESC MUL SAO JOSE;2927606;Santa Brígida;29;BA;;12,0;8,0;;;;;12,0;12,0;
29114837;ESC MUNICIPAL JOSE PEREIRA CHAGAS;2927606;Santa Brígida;29;BA;;12,0;2,0;;;;;12,0;12,0;
29389747;ESCOLA MUNICIPAL SANTA BRIGIDA;2927606;Santa Brígida;29;BA;;14,0;13,0;;;;;14,0;14,0;
29114497;ESCOLA MUNICIPAL JOSE ALVES PORTELA;2927606;Santa Brígida;29;BA;86,0;18,0;102,0;;;;88,0;16,0;16,0;
29114829;ESC MUL PROF MARIA FERNANDES;2927606;Santa Brígida;29;BA;;17,0;16,0;;;;;17,0;17,0;
29114683;ESC MUL JOAO BARBOSA DA SILVA;2927606;Santa Brígida;29;BA;;29,0;28,0;;;;1,0;28,0;28,0;
29114489;ESC MUN DR JOAO MENDES FILHO;2927606;Santa Brígida;29;BA;;30,0;28,0;;;;;30,0;30,0;
29114616;ESC MUL CANABRAVA;2927606;Santa Brígida;29;BA;;35,0;35,0;;;;;35,0;35,0;
29074185;ESCOLA EST DE 1º GRAU PROF ROMULO GALVAO;2921401;Mirangaba;29;BA;;168,0;20,0;;;;74,0;94,0;94,0;
29073332;CLEMENTINA ROSA DOS SANTOS;2921401;Mirangaba;29;BA;;115,0;;;;112,0;53,0;62,0;62,0;
29073987;GRUPO ESCOLAR ARTHUR MIRANDA DE CARVALHO;2921401;Mirangaba;29;BA;95,0;32,0;7,0;;;;90,0;37,0;37,0;
29074126;ESC MUL MARIA DE LOURDES GONZAGA;2921401;Mirangaba;29;BA;;129,0;14,0;;;;2,0;127,0;127,0;
29369355;ESCOLA MUNICIPAL DO CARRASCO;2921401;Mirangaba;29;BA;;72,0;1,0;;;;32,0;40,0;40,0;
29408938;COLEGIO MUNICIPAL EDITE DIAS DE CARVALHO;2921401;Mirangaba;29;BA;10,0;210,0;14,0;;;;114,0;106,0;106,0;
29073642;ESC MUL ROSALVINA AMORIM FREITAS;2921401;Mirangaba;29;BA;4,0;120,0;9,0;;;;43,0;81,0;81,0;
29074029;GRUPO ESCOLAR MANOEL NOVAIS;2921401;Mirangaba;29;BA;176,0;364,0;2,0;;;1,0;169,0;371,0;371,0;
29074070;ESC MUL JOSE MIRANDA DA SILVA;2921401;Mirangaba;29;BA;9,0;191,0;6,0;;;6,0;45,0;155,0;155,0;
29073553;ESC MUL JOAO FELIX DAMASCENO;2921401;Mirangaba;29;BA;;20,0;2,0;;;;20,0;;;
29073839;ESC MUL VALDEMIR PEREIRA DA CRUZ;2921401;Mirangaba;29;BA;;35,0;;;;35,0;35,0;;;
29074088;ESC MUL JOAO CAETANO DOS SANTOS;2921401;Mirangaba;29;BA;;12,0;;;;;12,0;;;
29074142;ESCOLA MUNICIPAL DE CANABRAVA;2921401;Mirangaba;29;BA;2,0;90,0;50,0;;;;88,0;4,0;4,0;
29074096;ESC MUL GALDINO SILVA;2921401;Mirangaba;29;BA;;11,0;1,0;;;;7,0;4,0;4,0;
29074169;ESC MUL VICENCA JOAQUINA DO NASCIMENTO;2921401;Mirangaba;29;BA;;24,0;;;;;17,0;7,0;7,0;
29073383;ESC MUL ANTONIO GERMANO DOS SANTOS;2921401;Mirangaba;29;BA;7,0;60,0;5,0;;;;53,0;14,0;14,0;
29073502;ESC MUL FELIPE APOLONIO DE CARVALHO;2921401;Mirangaba;29;BA;;55,0;8,0;;;;35,0;20,0;20,0;
29073499;ESC MUL EVARISTO ALVES DOS SANTOS;2921401;Mirangaba;29;BA;4,0;37,0;3,0;;;;21,0;20,0;20,0;
29073537;ESC MUL ISIDORO FAGUNDES RIBEIRO;2921401;Mirangaba;29;BA;5,0;44,0;5,0;;;;27,0;22,0;22,0;
29074002;ESCOLA JOAQUIM VALOIS COUTINHO NETO;2921401;Mirangaba;29;BA;114,0;41,0;4,0;;;1,0;128,0;27,0;27,0;
29367506;ESCOLA MUNICIPAL JOSE PAULO DE LIMA;2921906;Mucugê;29;BA;;139,0;22,0;;;;42,0;97,0;97,0;
29216877;ESCOLA AUGUSTO LANDULFO MEDRADO;2921906;Mucugê;29;BA;;92,0;57,0;;;;6,0;86,0;86,0;
29217032;ESCOLAS REUNIDAS DR RODRIGUES LIMA;2921906;Mucugê;29;BA;189,0;206,0;42,0;;;;190,0;205,0;205,0;
29470730;ESCOLA MUNICIPAL NOVA MUCUGE;2921906;Mucugê;29;BA;;102,0;14,0;;;;50,0;52,0;52,0;
29216990;ESCOLA MUNICIPAL RUI BARBOSA;2921906;Mucugê;29;BA;1,0;39,0;4,0;;;;4,0;36,0;36,0;
29217067;ESCOLA MUNICIPAL 1º E 2º GRAUS EURICO BELO;2921906;Mucugê;29;BA;81,0;148,0;12,0;;;13,0;63,0;166,0;166,0;
29217296;ESC MUNIC DARIO JOSE DE NOVAIS;2921906;Mucugê;29;BA;6,0;94,0;;;;;23,0;77,0;77,0;
29213797;ESCOLA MUNICIPAL CLERISTON ANDRADE;2921906;Mucugê;29;BA;;25,0;22,0;;;;;25,0;25,0;
29351669;ESCOLA MUNICIPAL AUGUSTA MEDRADO;2921906;Mucugê;29;BA;;18,0;15,0;;;;18,0;;;
29217040;GRUPO ESCOLAR ANATALINO PINA MEDRADO;2921906;Mucugê;29;BA;316,0;33,0;2,0;;;;349,0;;;
29351642;ESCOLA MUNICIPAL ALBA AZEVEDO MEDRADO;2921906;Mucugê;29;BA;;17,0;12,0;;;;17,0;;;
29216834;MUNICIPAL ALMIRO MEDRADO FARIAS;2921906;Mucugê;29;BA;;26,0;17,0;;;;23,0;3,0;3,0;
29351600;ESCOLA MUNICIPAL JOANA ANGELICA;2921906;Mucugê;29;BA;;31,0;16,0;;;;28,0;3,0;3,0;
29461855;CENTRO EDUCACIONAL LAPIDAR;2921906;Mucugê;29;BA;113,0;6,0;6,0;;;;116,0;3,0;3,0;
29361419;ESCOLA MUNICIPAL CORONEL DOUCA MEDRADO;2921906;Mucugê;29;BA;;18,0;11,0;;;;11,0;7,0;7,0;
29384672;ESCOLA MUNICIPAL DE 1º GRAU BENJAMIN ALENCAR;2921906;Mucugê;29;BA;1,0;87,0;2,0;;;;78,0;10,0;10,0;
29351553;ESCOLA MUNICIPAL PEDRA GRANDE;2921906;Mucugê;29;BA;;19,0;19,0;;;;4,0;15,0;15,0;
29217180;ESCOLA MUNICIPAL JOSE DE ANCHIETA;2921906;Mucugê;29;BA;;19,0;8,0;;;;;19,0;19,0;
29217350;ESCOLA MUNICIPAL OLAVO BILAC;2921906;Mucugê;29;BA;;22,0;9,0;;;;;22,0;22,0;
29217202;ESCOLA MUNICIPAL JOSINO FERREIRA;2921906;Mucugê;29;BA;;26,0;1,0;;;;2,0;24,0;24,0;
29216940;ESCOLA MUNICIPAL JOAO ALVES DE OLIVEIRA;2921906;Mucugê;29;BA;;31,0;18,0;;;12,0;3,0;28,0;28,0;
29216842;ESCOLA MUNICIPAL ANA NERE;2921906;Mucugê;29;BA;;28,0;24,0;;;;;28,0;28,0;
29234107;ESCOLA MAMEDIO GONCALVES MODESTO;2922409;Mutuípe;29;BA;;41,0;3,0;;;;7,0;34,0;34,0;
29234409;ESCOLA LIDIO SANTOS;2922409;Mutuípe;29;BA;200,0;83,0;;;;;209,0;74,0;74,0;
29234352;COLEGIO PROFESSOR CLOVIS DA SILVA ALMEIDA;2922409;Mutuípe;29;BA;148,0;218,0;365,0;;;;137,0;229,0;229,0;
29234239;ESCOLA MUNICIPAL OTAVIO JOSE DE SOUSA;2922409;Mutuípe;29;BA;;35,0;4,0;;;;1,0;34,0;34,0;
29367352;COLEGIO DOUTOR JULIVAL REBOUCAS;2922409;Mutuípe;29;BA;387,0;554,0;2,0;;;;349,0;592,0;592,0;
29234247;ESCOLA PETRONILIO ALEIXO;2922409;Mutuípe;29;BA;;62,0;5,0;;;;8,0;54,0;54,0;
29360145;ESCOLA TRANCREDO NEVES;2922409;Mutuípe;29;BA;;38,0;3,0;;;;2,0;36,0;36,0;
29233755;ESCOLA ANISIO TEIXEIRA;2922409;Mutuípe;29;BA;137,0;45,0;18,0;;;;143,0;39,0;39,0;
29233712;CENTRO EDUCACIONAL CASINHA FELIZ;2922409;Mutuípe;29;BA;62,0;2,0;;;;;64,0;;;
29233704;CENTRO EDUCACIONAL PINGO DE GENTE;2922409;Mutuípe;29;BA;66,0;3,0;;;;;69,0;;;
29233852;ESCOLA CARLOS LANZA;2922409;Mutuípe;29;BA;;5,0;;;;;5,0;;;
29402970;CENTRO EDUCACIONAL ALTERNATIVO;2922409;Mutuípe;29;BA;76,0;2,0;4,0;;;;78,0;;;
29234131;ESCOLA MARIA JULIA;2922409;Mutuípe;29;BA;130,0;1,0;;;;;131,0;;;
29234387;ESCOLA JORGE AMADO;2922409;Mutuípe;29;BA;;7,0;1,0;;;;6,0;1,0;1,0;
29233992;ESCOLA GETULIO VARGAS;2922409;Mutuípe;29;BA;;20,0;1,0;;;;18,0;2,0;2,0;
29233879;ESCOLA VALDELICE OLIVEIRA ROCHA;2922409;Mutuípe;29;BA;;13,0;;;;;11,0;2,0;2,0;
29233771;ESCOLA ANTONIO CARLOS MAGALHAES;2922409;Mutuípe;29;BA;;18,0;;;;;15,0;3,0;3,0;
29234093;ESCOLA LUIS ROGERIO;2922409;Mutuípe;29;BA;;16,0;1,0;;;;10,0;6,0;6,0;
29234018;ESCOLA MUNICIPAL HONORIO RIBEIRO COSTA;2922409;Mutuípe;29;BA;;11,0;;;;;3,0;8,0;8,0;
29233801;ESCOLA AUREA NOGUEIRA;2922409;Mutuípe;29;BA;;21,0;;;;;8,0;13,0;13,0;
29233887;ESCOLA CLELIA CHAVES REBOUCAS;2922409;Mutuípe;29;BA;;13,0;1,0;;;;;13,0;13,0;
29234263;ESCOLA ROSALINA PIRES REBOUCAS;2922409;Mutuípe;29;BA;;20,0;;;;;3,0;17,0;17,0;
29234328;ESCOLA XAVIER DA COSTA;2922409;Mutuípe;29;BA;;19,0;3,0;;;;2,0;17,0;17,0;
29233690;ESCOLA BERNADINO JOSE DE SOUZA;2922409;Mutuípe;29;BA;;27,0;;;;;10,0;17,0;17,0;
29234220;ESCOLA MUNICIPAL NOSSA SENHORA DA CONCEICAO;2922409;Mutuípe;29;BA;;22,0;1,0;;;;4,0;18,0;18,0;
29234042;ESCOLA JULIVAL PIRES REBOUCAS;2922409;Mutuípe;29;BA;;18,0;4,0;;;;;18,0;18,0;
29234336;ESCOLA ZULMIRA FARIAS;2922409;Mutuípe;29;BA;;22,0;1,0;;;;4,0;18,0;18,0;
29234204;ESCOLA MUNICIPAL NILO JOSE DE ANDRADE;2922409;Mutuípe;29;BA;;28,0;4,0;;;;9,0;19,0;19,0;
29234000;ESCOLA GUSTAVO JOSE DE ANDRADE;2922409;Mutuípe;29;BA;;26,0;3,0;;;;7,0;19,0;19,0;
29234433;ESCOLA SIQUEIRA CAMPOS;2922409;Mutuípe;29;BA;;21,0;3,0;;;;1,0;20,0;20,0;
29234212;ESCOLA NOSSA SENHORA APARECIDA;2922409;Mutuípe;29;BA;;23,0;4,0;;;;3,0;20,0;20,0;
29233747;ESCOLA AMADOR BUENO;2922409;Mutuípe;29;BA;;22,0;2,0;;;;2,0;20,0;20,0;
29233925;ESCOLA DIOGO FEIJO;2922409;Mutuípe;29;BA;;26,0;6,0;;;;2,0;24,0;24,0;
29233780;ESCOLA ANTONIO RODRIGUES DO NASCIMENTO;2922409;Mutuípe;29;BA;;25,0;5,0;;;;1,0;24,0;24,0;
29234344;ESCOLA AURELINO BARRETO;2922409;Mutuípe;29;BA;;29,0;2,0;;;;1,0;28,0;28,0;
29233860;ESCOLA PROFESSORA FRANCISCA MACEDO DE CARVALHO;2922409;Mutuípe;29;BA;;32,0;3,0;;;;3,0;29,0;29,0;
29234280;ESCOLA SAO BARTOLOMEU;2922409;Mutuípe;29;BA;;32,0;1,0;;;;1,0;31,0;31,0;
29234298;ESCOLA SANTA TEREZINHA;2922409;Mutuípe;29;BA;;34,0;;;;;3,0;31,0;31,0;
29233720;CENTRO EDUCACIONAL ANA LUCIA MAGALHAES;2922409;Mutuípe;29;BA;138,0;59,0;14,0;;;;165,0;32,0;32,0;
29218594;CENTRO EDUCACIONAL DAS CRUZES;2924306;Piatã;29;BA;22,0;221,0;11,0;;;;8,0;235,0;235,0;
29218063;CENTRO EDUCACIONAL ARQUIMEDES DE ALMEIDA;2924306;Piatã;29;BA;2,0;269,0;262,0;;;;178,0;93,0;93,0;
29218314;ESCOLA ADELAIDE DE CARVALHO RAMOS;2924306;Piatã;29;BA;191,0;26,0;159,0;;;1,0;140,0;77,0;77,0;
29218373;CENTRO EDUCACIONAL DA BOCAINA;2924306;Piatã;29;BA;14,0;132,0;4,0;;;;20,0;126,0;126,0;
29219086;ESCOLA MUNICIPAL PROFESSORA EULINA ROSA SOARES;2924306;Piatã;29;BA;;242,0;231,0;;;1,0;151,0;91,0;91,0;
29441013;ESCOLA DE 1º GRAU NOSSA SENHORA DE GUADALUPE;2924306;Piatã;29;BA;301,0;70,0;159,0;;;1,0;240,0;131,0;131,0;
29218055;CENTRO EDUCACIONAL PROF REGINALDO MARCELO DE OLIVEIRA;2924306;Piatã;29;BA;;251,0;241,0;;;;142,0;109,0;109,0;
29218080;COLEGIO MUNCIPAL PROFESSORA FRANCIANE LIMA ALMEIDA;2924306;Piatã;29;BA;474,0;250,0;173,0;;;;523,0;201,0;201,0;
29449111;CENTRO EDUCACIONAL DA PALMEIRA;2924306;Piatã;29;BA;10,0;129,0;2,0;;;33,0;16,0;123,0;123,0;
29218543;CENTRO EDUCACIONAL BENEVENUTO CANDIDO PEREIRA;2924306;Piatã;29;BA;2,0;153,0;143,0;;;;25,0;130,0;130,0;
29218136;NUCLEO ESCOLAR FRANCISCO MATOS;2924306;Piatã;29;BA;11,0;114,0;35,0;;;;13,0;112,0;112,0;
29449103;ESCOLA MUNICIPAL CLAUDEMIRO FERNANDES;2924306;Piatã;29;BA;;6,0;;;;5,0;5,0;1,0;1,0;
29449120;CENTRO EDUCACIONAL DO MACHADO;2924306;Piatã;29;BA;;66,0;;;;63,0;45,0;21,0;21,0;
29223415;CENTRO EDUCACIONAL DE APUAREMA;2901957;Apuarema;29;BA;303,0;83,0;10,0;;;;328,0;58,0;58,0;
29416426;ESCOLA FRANCISCO PEDRO DOS SANTOS;2901957;Apuarema;29;BA;81,0;24,0;13,0;;;;13,0;92,0;92,0;
29339936;ESCOLA MUNICIPAL AURINO NERY SOUZA;2901957;Apuarema;29;BA;293,0;179,0;19,0;;;;329,0;143,0;143,0;
29223504;ESCOLA PADRE VIEIRA;2901957;Apuarema;29;BA;15,0;98,0;7,0;;;;54,0;59,0;59,0;
29223555;ESCOLA MUNICIPAL DIONIZIA CAETANO;2901957;Apuarema;29;BA;1,0;4,0;;;;;5,0;;;
29223440;ESCOLA FRANCISCA NOVAIS SOUTO;2901957;Apuarema;29;BA;1,0;1,0;;;;;2,0;;;
29407869;ESCOLA MANOEL SENA;2901957;Apuarema;29;BA;;5,0;;;;;5,0;;;
29223474;ESCOLA JOAO PINHEIRO DE QUEIROZ;2901957;Apuarema;29;BA;;2,0;;;;;2,0;;;
29223512;ESCOLA PROFESSORA OLEGARIA RAMOS;2901957;Apuarema;29;BA;;5,0;;;;;3,0;2,0;2,0;
29223431;ESCOLA ELOI JOSE DE SOUZA;2901957;Apuarema;29;BA;;8,0;;;;;;8,0;8,0;
29292549;ESC OLIMPIO ANTONIO DA SILVA;2902252;Arataca;29;BA;62,0;45,0;;;;;45,0;62,0;57,0;5,0
29292816;INSTITUTO MUNICIPAL DE EDUCACAO DE ARATACA;2902252;Arataca;29;BA;412,0;140,0;23,0;;;;415,0;137,0;137,0;
29292760;CENTRO INTEGRADO FLORESTAN FERNANDES;2902252;Arataca;29;BA;11,0;80,0;;21,0;;;45,0;46,0;46,0;
29292662;ESCOLA MARCELO GEDEON;2902252;Arataca;29;BA;1,0;9,0;;;;;10,0;;;
29292611;ESCOLA SANTA CRUZ;2902252;Arataca;29;BA;;10,0;;;;;10,0;;;
29292700;ESCOLA MONTE ALEGRE;2902252;Arataca;29;BA;1,0;4,0;;;;;5,0;;;
29292433;ESC DUQUE DE CAXIAS;2902252;Arataca;29;BA;;5,0;;;;;5,0;;;
